pinot_server_realtime_offsetCommits_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeOffsetCommits",type="ServerMetrics",attribute=Count",0,pinot.server,,
pinot_server_realtime_offsetCommits_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeOffsetCommits",type="ServerMetrics",attribute=FifteenMinuteRate",0,pinot.server,,
pinot_server_realtime_offsetCommits_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeOffsetCommits",type="ServerMetrics",attribute=FiveMinuteRate",0,pinot.server,,
pinot_server_realtime_offsetCommits_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeOffsetCommits",type="ServerMetrics",attribute=MeanRate",0,pinot.server,,
pinot_server_realtime_offsetCommits_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeOffsetCommits",type="ServerMetrics",attribute=OneMinuteRate",0,pinot.server,,
pinot_server_realtime_rowsConsumed_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeRowsConsumed",type="ServerMetrics",attribute=Count",0,pinot.server,,
pinot_server_realtime_rowsConsumed_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeRowsConsumed",type="ServerMetrics",attribute=FifteenMinuteRate",0,pinot.server,,
pinot_server_realtime_rowsConsumed_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeRowsConsumed",type="ServerMetrics",attribute=FiveMinuteRate",0,pinot.server,,
pinot_server_realtime_rowsConsumed_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeRowsConsumed",type="ServerMetrics",attribute=MeanRate",0,pinot.server,,
pinot_server_realtime_rowsConsumed_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.realtimeRowsConsumed",type="ServerMetrics",attribute=OneMinuteRate",0,pinot.server,,
pinot_server_version,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.version.1_2_0",type="ServerMetrics",attribute=Value",0,pinot.server,,
pinot_server_version_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.version",type="ServerMetrics",attribute=Value",0,pinot.server,,
pinot_server_windowTimesMaxRowsReached_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.windowTimesMaxRowsReached",type="ServerMetrics",attribute=Count",0,pinot.server,,
pinot_server_windowTimesMaxRowsReached_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.windowTimesMaxRowsReached",type="ServerMetrics",attribute=FifteenMinuteRate",0,pinot.server,,
pinot_server_windowTimesMaxRowsReached_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.windowTimesMaxRowsReached",type="ServerMetrics",attribute=FiveMinuteRate",0,pinot.server,,
pinot_server_windowTimesMaxRowsReached_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.windowTimesMaxRowsReached",type="ServerMetrics",attribute=MeanRate",0,pinot.server,,
pinot_server_windowTimesMaxRowsReached_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.server.windowTimesMaxRowsReached",type="ServerMetrics",attribute=OneMinuteRate",0,pinot.server,,
process_cpu_seconds_total,count,,,,Total user and system CPU time spent in seconds.,0,pinot.server,,
process_max_fds,gauge,,,,Maximum number of open file descriptors.,0,pinot.server,,
process_open_fds,gauge,,,,Number of open file descriptors.,0,pinot.server,,
process_resident_memory_bytes,gauge,,,,Resident memory size in bytes.,0,pinot.server,,
process_start_time_seconds,gauge,,,,Start time of the process since unix epoch in seconds.,0,pinot.server,,
process_virtual_memory_bytes,gauge,,,,Virtual memory size in bytes.,0,pinot.server,,
